owner,name,stars,forks,watchers,isFork,isArchived,languages,languageCount,topics,topicCount,diskUsageKb,pullRequests,issues,description,primaryLanguage,createdAt,pushedAt,defaultBranchCommitCount,license,assignableUserCount,codeOfConduct,forkingAllowed,nameWithOwner,parent,contributors
i5ting,imove,3724,338,56,False,False,"[{'name': 'TypeScript', 'size': 164220}, {'name': 'JavaScript', 'size': 26046}, {'name': 'Less', 'size': 10670}, {'name': 'HTML', 'size': 382}, {'name': 'Smarty', 'size': 133}, {'name': 'Shell', 'size': 52}]",6,"[{'name': 'flowchart', 'stars': 92}, {'name': 'xstate', 'stars': 8}, {'name': 'x6', 'stars': 2}, {'name': 'javascript', 'stars': 163762}, {'name': 'logic', 'stars': 42}, {'name': 'lowcode', 'stars': 117}]",6,1626,42,99,"INACTIVE: Move your mouse, generate code from flow chart",TypeScript,2020-04-08T16:29:45Z,2022-03-22T06:38:30Z,296.0,MIT License,5,,True,i5ting/imove,,10
locuslab,TCN,3723,855,91,False,False,"[{'name': 'Python', 'size': 65757}]",1,[],0,17243,5,72,Sequence modeling benchmarks and temporal convolutional networks,Python,2018-03-02T22:56:39Z,2022-03-28T16:33:16Z,17.0,MIT License,1,,True,locuslab/TCN,,2
reinderien,mimic,3723,109,78,False,False,"[{'name': 'Python', 'size': 16736}]",1,[],0,52,16,30,[ab]using Unicode to create tragedy,Python,2015-10-17T04:53:17Z,2019-01-10T01:19:47Z,86.0,MIT License,1,,True,reinderien/mimic,,9
drawrowfly,tiktok-scraper,3723,770,143,False,False,"[{'name': 'TypeScript', 'size': 313249}, {'name': 'JavaScript', 'size': 11397}, {'name': 'Dockerfile', 'size': 721}]",3,[],0,32812,100,694,"TikTok Scraper. Download video posts, collect user/trend/hashtag/music feed metadata, sign URL and etc.",TypeScript,2019-10-23T07:47:40Z,2023-05-19T05:56:45Z,384.0,,1,,True,drawrowfly/tiktok-scraper,,28
DanMcInerney,wifijammer,3723,797,223,False,False,"[{'name': 'Python', 'size': 18027}]",1,[],0,87,37,92,Continuously jam all wifi clients/routers,Python,2014-01-26T07:54:39Z,2023-07-04T01:43:51Z,100.0,,1,,True,DanMcInerney/wifijammer,,23
Leaflet,Leaflet.markercluster,3723,994,132,False,False,"[{'name': 'JavaScript', 'size': 2711615}, {'name': 'HTML', 'size': 82662}, {'name': 'CSS', 'size': 559}]",3,"[{'name': 'leaflet', 'stars': 46}, {'name': 'map', 'stars': 53}, {'name': 'mapping', 'stars': 61}, {'name': 'clustering', 'stars': 42}, {'name': 'leaflet-plugins', 'stars': 8}]",5,4622,188,905,Marker Clustering plugin for Leaflet,JavaScript,2012-07-11T01:54:39Z,2023-07-16T19:34:28Z,939.0,MIT License,17,,True,Leaflet/Leaflet.markercluster,,61
pfnet,PaintsChainer,3722,565,286,False,False,"[{'name': 'Jupyter Notebook', 'size': 81914}, {'name': 'HTML', 'size': 73450}, {'name': 'Python', 'size': 48910}, {'name': 'JavaScript', 'size': 32013}, {'name': 'CSS', 'size': 1391}, {'name': 'Batchfile', 'size': 686}]",6,[],0,22484,69,93,line drawing colorization using chainer,Jupyter Notebook,2017-01-27T04:44:13Z,2019-01-06T02:35:33Z,194.0,MIT License,69,,True,pfnet/PaintsChainer,,20
layumi,Person_reID_baseline_pytorch,3722,983,77,False,False,"[{'name': 'Python', 'size': 138527}, {'name': 'Cuda', 'size': 2596}, {'name': 'C++', 'size': 1333}, {'name': 'Shell', 'size': 85}]",4,"[{'name': 'open-reid', 'stars': 0}, {'name': 'pytorch', 'stars': 1036}, {'name': 'person-reidentification', 'stars': 33}, {'name': 'image-retrieval', 'stars': 44}, {'name': 'person-reid', 'stars': 9}, {'name': 're-ranking', 'stars': 4}, {'name': 'random-erasing', 'stars': 1}, {'name': 'image-search', 'stars': 24}, {'name': 'market-1501', 'stars': 2}, {'name': 'tutorial', 'stars': 257}]",18,7917,24,353,":bouncing_ball_person: Pytorch ReID: A tiny, friendly, strong pytorch implement of person re-id / vehicle re-id baseline. Tutorial 👉https://github.com/layumi/Person_reID_baseline_pytorch/tree/master/tutorial",Python,2017-12-29T10:22:41Z,2023-08-17T04:12:26Z,65.0,MIT License,4,,True,layumi/Person_reID_baseline_pytorch,,5
neetcode-gh,leetcode,3721,1796,36,False,False,"[{'name': 'JavaScript', 'size': 449866}, {'name': 'C++', 'size': 325177}, {'name': 'Java', 'size': 301854}, {'name': 'Kotlin', 'size': 298551}, {'name': 'C', 'size': 225402}, {'name': 'Python', 'size': 196200}, {'name': 'C#', 'size': 174552}, {'name': 'Rust', 'size': 145343}, {'name': 'TypeScript', 'size': 140459}, {'name': 'Go', 'size': 131464}]",14,[],0,6648,2688,180,Leetcode solutions,JavaScript,2021-01-20T16:10:14Z,2023-08-17T14:33:03Z,7139.0,MIT License,29,,True,neetcode-gh/leetcode,,421
Attendize,Attendize,3721,1094,195,False,False,"[{'name': 'PHP', 'size': 1294449}, {'name': 'Blade', 'size': 581265}, {'name': 'Less', 'size': 505535}, {'name': 'Makefile', 'size': 2018}, {'name': 'Shell', 'size': 1631}, {'name': 'Dockerfile', 'size': 1446}]",6,"[{'name': 'door-management', 'stars': 0}, {'name': 'ticketing', 'stars': 7}, {'name': 'tickets', 'stars': 1}, {'name': 'attendance', 'stars': 5}, {'name': 'sell-tickets', 'stars': 0}, {'name': 'event-management', 'stars': 5}, {'name': 'attendize', 'stars': 0}, {'name': 'event-registration', 'stars': 1}, {'name': 'laravel', 'stars': 27035}, {'name': 'events', 'stars': 25}]",10,27080,386,698,Attendize is an open-source ticket selling and event management platform built on Laravel.,PHP,2016-03-03T01:33:10Z,2023-04-29T07:23:17Z,1290.0,Other,1,Contributor Covenant,True,Attendize/Attendize,,79
web-infra-dev,modern.js,3721,259,42,False,False,"[{'name': 'TypeScript', 'size': 3941475}, {'name': 'MDX', 'size': 1953464}, {'name': 'JavaScript', 'size': 276776}, {'name': 'CSS', 'size': 41067}, {'name': 'SCSS', 'size': 36761}, {'name': 'Shell', 'size': 26823}, {'name': 'Handlebars', 'size': 23545}, {'name': 'Vue', 'size': 3392}, {'name': 'Less', 'size': 3245}, {'name': 'AppleScript', 'size': 2691}]",14,"[{'name': 'react', 'stars': 95607}, {'name': 'framework', 'stars': 31819}, {'name': 'boilerplate', 'stars': 142}, {'name': 'build-tool', 'stars': 57}, {'name': 'website', 'stars': 2202}, {'name': 'ssr', 'stars': 98}, {'name': 'web', 'stars': 1630}]",7,1550625,4118,304,"Modern.js is a web engineering system, including a web framework, a npm package solution and a documentation site solution.",TypeScript,2021-07-02T14:54:09Z,2023-08-18T09:28:25Z,3779.0,Other,38,Contributor Covenant,True,web-infra-dev/modern.js,,100
danvk,source-map-explorer,3721,118,28,False,False,"[{'name': 'TypeScript', 'size': 91204}, {'name': 'JavaScript', 'size': 12943}, {'name': 'EJS', 'size': 2477}]",3,"[{'name': 'source-map', 'stars': 0}, {'name': 'javascript', 'stars': 163762}, {'name': 'treemap', 'stars': 3}, {'name': 'minification', 'stars': 1}]",4,26779,127,117,Analyze and debug space usage through source maps,TypeScript,2015-10-15T22:40:17Z,2023-03-14T16:39:24Z,192.0,Apache License 2.0,3,,True,danvk/source-map-explorer,,22
BradyFU,Awesome-Multimodal-Large-Language-Models,3721,280,100,False,False,[],0,"[{'name': 'instruction-tuning', 'stars': 5}, {'name': 'instruction-following', 'stars': 6}, {'name': 'large-vision-language-model', 'stars': 0}, {'name': 'visual-instruction-tuning', 'stars': 0}, {'name': 'multi-modality', 'stars': 3}, {'name': 'in-context-learning', 'stars': 6}, {'name': 'large-language-models', 'stars': 117}, {'name': 'large-vision-language-models', 'stars': 0}, {'name': 'multimodal-chain-of-thought', 'stars': 0}, {'name': 'multimodal-in-context-learning', 'stars': 1}]",15,24795,15,29,":sparkles::sparkles:Latest Papers and Datasets on Multimodal Large Language Models, and Their Evaluation.",,2023-05-19T03:02:29Z,2023-08-15T02:29:19Z,238.0,,9,,True,BradyFU/Awesome-Multimodal-Large-Language-Models,,11
mozilla,rhino,3721,806,172,False,False,"[{'name': 'JavaScript', 'size': 11135097}, {'name': 'Java', 'size': 5721431}, {'name': 'Perl', 'size': 146094}, {'name': 'Shell', 'size': 58062}, {'name': 'HTML', 'size': 23881}, {'name': 'Makefile', 'size': 4255}]",6,[],0,25316,659,647,Rhino is an open-source implementation of JavaScript written entirely in Java,JavaScript,2011-05-12T18:47:26Z,2023-08-18T08:22:08Z,4179.0,Other,4,Other,True,mozilla/rhino,,91
markmarkoh,datamaps,3721,1034,137,False,False,"[{'name': 'JavaScript', 'size': 413930}, {'name': 'HTML', 'size': 99479}, {'name': 'CSS', 'size': 66343}, {'name': 'Makefile', 'size': 1822}]",4,[],0,73907,140,410,Customizable SVG map visualizations for the web in a single Javascript file using D3.js,JavaScript,2012-11-10T19:04:40Z,2023-04-25T04:38:01Z,339.0,MIT License,2,,True,markmarkoh/datamaps,,39
ServiceWeaver,weaver,3720,186,48,False,False,"[{'name': 'Go', 'size': 1198547}, {'name': 'HTML', 'size': 53418}, {'name': 'CSS', 'size': 14343}, {'name': 'JavaScript', 'size': 13642}, {'name': 'Shell', 'size': 9189}]",5,[],0,24243,455,82,Programming framework for writing and deploying cloud applications.,Go,2023-01-04T16:54:28Z,2023-08-18T03:09:10Z,435.0,Apache License 2.0,4,,True,ServiceWeaver/weaver,,40
picocms,Pico,3720,624,167,False,False,"[{'name': 'PHP', 'size': 150739}, {'name': 'Shell', 'size': 10222}, {'name': 'C++', 'size': 748}]",3,"[{'name': 'pico', 'stars': 5}, {'name': 'picocms', 'stars': 1}, {'name': 'pico-cms', 'stars': 0}, {'name': 'simple', 'stars': 13}, {'name': 'flat-file', 'stars': 17}, {'name': 'cms', 'stars': 370}, {'name': 'content-management', 'stars': 28}, {'name': 'website', 'stars': 2202}, {'name': 'markdown-to-html', 'stars': 6}, {'name': 'php', 'stars': 52471}]",13,1910,165,505,"Pico is a stupidly simple, blazing fast, flat file CMS.",PHP,2012-04-04T13:46:20Z,2023-08-14T09:29:04Z,901.0,MIT License,5,,True,picocms/Pico,,36
kripken,ammo.js,3720,522,117,False,False,"[{'name': 'C++', 'size': 12905377}, {'name': 'C', 'size': 3453732}, {'name': 'CMake', 'size': 196603}, {'name': 'M4', 'size': 151447}, {'name': 'Cuda', 'size': 94563}, {'name': 'JavaScript', 'size': 55846}, {'name': 'Makefile', 'size': 44881}, {'name': 'Objective-C', 'size': 42532}, {'name': 'HLSL', 'size': 12613}, {'name': 'TeX', 'size': 12612}]",19,[],0,44988,148,271,Direct port of the Bullet physics engine to JavaScript using Emscripten,C++,2011-05-28T23:08:38Z,2023-06-06T15:24:00Z,432.0,Other,2,,True,kripken/ammo.js,,44
seed-rs,seed,3719,155,48,False,False,"[{'name': 'Rust', 'size': 339807}]",1,"[{'name': 'web-framework', 'stars': 113}, {'name': 'wasm', 'stars': 227}, {'name': 'wasm-bindgen', 'stars': 6}, {'name': 'webassembly', 'stars': 266}, {'name': 'frontend-framework', 'stars': 24}, {'name': 'rust', 'stars': 36382}]",6,10561,396,301,A Rust framework for creating web apps,Rust,2018-12-01T15:20:42Z,2023-03-07T10:21:05Z,1110.0,MIT License,10,,True,seed-rs/seed,,53
eth0izzle,shhgit,3719,483,64,False,False,"[{'name': 'JavaScript', 'size': 53830}, {'name': 'Go', 'size': 31141}, {'name': 'CSS', 'size': 29540}, {'name': 'HTML', 'size': 6641}, {'name': 'Dockerfile', 'size': 1557}]",5,"[{'name': 'github', 'stars': 1311}, {'name': 'github-api', 'stars': 51493}, {'name': 'security', 'stars': 33451}, {'name': 'osint', 'stars': 720}, {'name': 'golang', 'stars': 1856}, {'name': 'cyint', 'stars': 1}, {'name': 'secrets', 'stars': 36}, {'name': 'secrets-management', 'stars': 16}, {'name': 'secret', 'stars': 13}]",9,3898,38,65,"Ah shhgit! Find secrets in your code. Secrets detection for your GitHub, GitLab and Bitbucket repositories.",JavaScript,2019-09-06T01:46:30Z,2023-02-10T22:52:42Z,66.0,MIT License,1,,True,eth0izzle/shhgit,,14
xoofx,markdig,3719,411,92,False,False,"[{'name': 'C#', 'size': 2769749}]",1,"[{'name': 'commonmark', 'stars': 9}, {'name': 'markdown-processor', 'stars': 0}, {'name': 'markdown', 'stars': 24477}, {'name': 'markdown-parser', 'stars': 11}, {'name': 'markdown-to-html', 'stars': 6}, {'name': 'commonmark-parsing', 'stars': 0}, {'name': 'gfm', 'stars': 9}, {'name': 'markdown-flavors', 'stars': 2}, {'name': 'dotnet', 'stars': 43458}, {'name': 'dotnetcore', 'stars': 114}]",11,4969,254,474,"A fast, powerful, CommonMark compliant, extensible Markdown processor for .NET",C#,2016-05-25T14:18:26Z,2023-08-04T05:32:18Z,1585.0,"BSD 2-Clause ""Simplified"" License",2,,True,xoofx/markdig,,77
cobbr,Covenant,3719,725,117,False,False,"[{'name': 'C#', 'size': 2744460}, {'name': 'HTML', 'size': 386246}, {'name': 'JavaScript', 'size': 295513}, {'name': 'CSS', 'size': 24180}, {'name': 'Dockerfile', 'size': 286}]",5,"[{'name': 'covenant', 'stars': 0}, {'name': 'dotnet', 'stars': 43458}, {'name': 'dotnet-core', 'stars': 117}, {'name': 'c2', 'stars': 78}, {'name': 'red-team', 'stars': 149}]",5,34380,78,297,Covenant is a collaborative .NET C2 framework for red teamers.,C#,2019-02-07T15:55:18Z,2023-02-21T23:55:48Z,387.0,GNU General Public License v3.0,1,,True,cobbr/Covenant,,13
OWASP,Top10,3719,766,245,False,False,"[{'name': 'HTML', 'size': 583603}, {'name': 'Shell', 'size': 9532}, {'name': 'TeX', 'size': 5531}, {'name': 'Python', 'size': 4390}, {'name': 'Makefile', 'size': 522}]",5,[],0,291465,261,504,Official OWASP Top 10 Document Repository,HTML,2016-08-30T15:46:11Z,2023-07-26T20:05:00Z,2768.0,Other,5,Other,True,OWASP/Top10,,136
Nukesor,pueue,3718,112,17,False,False,"[{'name': 'Rust', 'size': 523037}, {'name': 'Python', 'size': 1449}, {'name': 'Just', 'size': 472}]",3,"[{'name': 'daemon', 'stars': 12}, {'name': 'shell-queue', 'stars': 1}, {'name': 'command-line-tool', 'stars': 119}, {'name': 'queue-tasks', 'stars': 7}, {'name': 'queue-manager', 'stars': 1}, {'name': 'rust', 'stars': 36382}, {'name': 'command-line', 'stars': 329}, {'name': 'hacktoberfest', 'stars': 26060}]",8,2377,179,277,:stars: Manage your shell commands.,Rust,2015-09-04T16:24:23Z,2023-08-18T09:13:42Z,1566.0,MIT License,1,,True,Nukesor/pueue,,39
FLIF-hub,FLIF,3718,233,136,False,False,"[{'name': 'C++', 'size': 568423}, {'name': 'C', 'size': 406583}, {'name': 'CMake', 'size': 15276}, {'name': 'Makefile', 'size': 13924}, {'name': 'Shell', 'size': 12640}, {'name': 'Batchfile', 'size': 10078}, {'name': 'Python', 'size': 3949}]",7,"[{'name': 'image-compression', 'stars': 29}, {'name': 'encoder', 'stars': 14}, {'name': 'decoder', 'stars': 9}, {'name': 'flif', 'stars': 0}, {'name': 'lossless-compression-algorithm', 'stars': 5}]",5,20519,202,361,Free Lossless Image Format,C++,2015-09-07T12:04:24Z,2021-12-14T22:43:06Z,901.0,Other,7,,True,FLIF-hub/FLIF,,56
kestra-io,kestra,3717,208,43,False,False,"[{'name': 'Java', 'size': 2168458}, {'name': 'Vue', 'size': 654300}, {'name': 'JavaScript', 'size': 130070}, {'name': 'SCSS', 'size': 30353}, {'name': 'PLpgSQL', 'size': 10778}, {'name': 'Handlebars', 'size': 5013}, {'name': 'CSS', 'size': 2172}, {'name': 'Batchfile', 'size': 1966}, {'name': 'HTML', 'size': 1430}, {'name': 'Shell', 'size': 1308}]",11,"[{'name': 'workflow', 'stars': 165}, {'name': 'workflow-engine', 'stars': 70}, {'name': 'orchestration', 'stars': 42}, {'name': 'scheduler', 'stars': 43}, {'name': 'data-pipeline', 'stars': 59}, {'name': 'elt', 'stars': 17}, {'name': 'etl', 'stars': 92}, {'name': 'data', 'stars': 1807}, {'name': 'data-engineering', 'stars': 308}, {'name': 'data-orchestration', 'stars': 4}]",16,12490,1026,808,"Kestra is an infinitely scalable orchestration and scheduling platform, creating, running, scheduling, and monitoring millions of complex pipelines.",Java,2019-08-24T13:56:15Z,2023-08-18T09:39:35Z,1900.0,Apache License 2.0,9,Other,True,kestra-io/kestra,,42
Qovery,Replibyte,3717,118,21,False,False,"[{'name': 'Rust', 'size': 442442}, {'name': 'JavaScript', 'size': 4994}, {'name': 'Shell', 'size': 2403}, {'name': 'TypeScript', 'size': 2300}, {'name': 'Dockerfile', 'size': 2056}, {'name': 'CSS', 'size': 1877}]",6,"[{'name': 'database', 'stars': 82137}, {'name': 'cloud', 'stars': 432}, {'name': 'cloudnative', 'stars': 36}, {'name': 'rust', 'stars': 36382}, {'name': 'rust-lang', 'stars': 52}, {'name': 'postgresql', 'stars': 30547}, {'name': 's3', 'stars': 29}, {'name': 'backup', 'stars': 74}, {'name': 'aws', 'stars': 84051}, {'name': 'postgres', 'stars': 125}]",12,7912,125,153,Seed your development database with real data ⚡️,Rust,2022-02-15T20:31:25Z,2023-04-18T11:35:39Z,365.0,GNU General Public License v3.0,2,,True,Qovery/Replibyte,,24
ivanpaulovich,clean-architecture-manga,3716,652,216,False,False,"[{'name': 'C#', 'size': 281614}, {'name': 'SCSS', 'size': 213305}, {'name': 'JavaScript', 'size': 62391}, {'name': 'HTML', 'size': 27819}, {'name': 'PowerShell', 'size': 12613}, {'name': 'Dockerfile', 'size': 2560}, {'name': 'Shell', 'size': 2204}, {'name': 'CSS', 'size': 1636}]",8,"[{'name': 'solid-principles', 'stars': 29}, {'name': 'ddd-architecture', 'stars': 110}, {'name': 'clean-architecture', 'stars': 209}, {'name': 'clean-code', 'stars': 56}, {'name': 'dotnet-core', 'stars': 117}, {'name': 'evolutionary-architecture', 'stars': 2}, {'name': 'microservice', 'stars': 248}, {'name': 'design-patterns', 'stars': 256}, {'name': 'docker', 'stars': 74045}, {'name': 'tdd', 'stars': 39}]",20,21893,231,85," :cyclone: Clean Architecture with .NET6, C#10 and React+Redux. Use cases as central organizing structure, completely testable, decoupled from frameworks",C#,2017-12-27T11:58:03Z,2023-08-18T03:16:38Z,441.0,Apache License 2.0,5,,True,ivanpaulovich/clean-architecture-manga,,22
ikarus23,MifareClassicTool,3716,836,183,False,False,"[{'name': 'Java', 'size': 497563}, {'name': 'HTML', 'size': 27165}, {'name': 'Python', 'size': 9564}, {'name': 'Shell', 'size': 1265}]",4,"[{'name': 'mifare', 'stars': 6}, {'name': 'android', 'stars': 139799}, {'name': 'nfc', 'stars': 25}, {'name': 'security', 'stars': 33451}, {'name': 'android-nfc', 'stars': 1}, {'name': 'rfid', 'stars': 21}, {'name': 'rfid-tags', 'stars': 4}, {'name': 'mifare-classic', 'stars': 4}]",8,7257,124,299,"An Android NFC app for reading, writing, analyzing, etc. MIFARE Classic RFID tags.",Java,2013-02-12T15:39:03Z,2023-08-17T16:44:47Z,1085.0,GNU General Public License v3.0,1,,True,ikarus23/MifareClassicTool,,65
wangdoc,javascript-tutorial,3716,838,168,False,False,"[{'name': 'Shell', 'size': 616}]",1,[],0,1109,110,148,JavaScript 教程 https://wangdoc.com/javascript,Shell,2017-12-23T09:00:34Z,2023-08-17T03:53:52Z,557.0,,1,,True,wangdoc/javascript-tutorial,,38
linyiqun,DataMiningAlgorithm,3716,1728,287,False,False,"[{'name': 'Java', 'size': 429508}]",1,[],0,535,1,2,数据挖掘18大算法实现以及其他相关经典DM算法,Java,2015-01-11T02:50:28Z,2016-03-26T13:15:34Z,92.0,,1,,True,linyiqun/DataMiningAlgorithm,,0
willowtreeapps,spruce-android,3716,373,88,False,False,"[{'name': 'Java', 'size': 319052}, {'name': 'Kotlin', 'size': 13807}]",2,"[{'name': 'android', 'stars': 139799}, {'name': 'animation', 'stars': 340}, {'name': 'animation-library', 'stars': 13}, {'name': 'design', 'stars': 922}, {'name': 'spruce', 'stars': 0}]",5,8169,97,27,Spruce Animation Library,Java,2017-02-23T20:34:18Z,2021-02-09T01:00:46Z,298.0,MIT License,3,Contributor Covenant,True,willowtreeapps/spruce-android,,9
