owner,name,stars,forks,watchers,isFork,isArchived,languages,languageCount,topics,topicCount,diskUsageKb,pullRequests,issues,description,primaryLanguage,createdAt,pushedAt,defaultBranchCommitCount,license,assignableUserCount,codeOfConduct,forkingAllowed,nameWithOwner,parent,contributors
laravel,jetstream,3716,767,103,False,False,"[{'name': 'PHP', 'size': 311375}, {'name': 'Vue', 'size': 159491}, {'name': 'Blade', 'size': 107249}, {'name': 'JavaScript', 'size': 4291}, {'name': 'CSS', 'size': 93}]",5,"[{'name': 'laravel', 'stars': 27035}, {'name': 'tailwind', 'stars': 398}, {'name': 'auth', 'stars': 17}]",3,2011,786,572,Tailwind scaffolding for the Laravel framework.,PHP,2020-08-31T19:25:24Z,2023-08-18T04:04:15Z,988.0,MIT License,8,Other,True,laravel/jetstream,,238
KingOfBugbounty,KingOfBugBountyTips,3715,715,222,False,False,"[{'name': 'Python', 'size': 3084}]",1,[],0,219,26,11,"Our main goal is to share tips from some well-known bughunters. Using recon methodology, we are able to find subdomains, apis, and tokens that are already exploitable, so we can report them. We wish to influence Onelinetips and explain the commands, for the better understanding of new hunters..",Python,2020-08-26T11:58:10Z,2023-06-15T20:21:11Z,273.0,,1,,True,KingOfBugbounty/KingOfBugBountyTips,,13
devspace-sh,devspace,3715,323,50,False,False,"[{'name': 'Go', 'size': 2588534}, {'name': 'TypeScript', 'size': 135529}, {'name': 'SCSS', 'size': 59549}, {'name': 'JavaScript', 'size': 48938}, {'name': 'Shell', 'size': 5118}, {'name': 'HTML', 'size': 3105}, {'name': 'Dockerfile', 'size': 614}]",7,"[{'name': 'kubernetes', 'stars': 37442}, {'name': 'cloud-native', 'stars': 266}, {'name': 'devspace', 'stars': 0}, {'name': 'microservice', 'stars': 248}, {'name': 'cli', 'stars': 50580}, {'name': 'golang', 'stars': 1856}, {'name': 'helm', 'stars': 69}, {'name': 'kaniko', 'stars': 1}, {'name': 'minikube', 'stars': 10}, {'name': 'docker', 'stars': 74045}]",20,365041,1711,956,DevSpace - The Fastest Developer Tool for Kubernetes ⚡ Automate your deployment workflow with DevSpace and develop software directly inside Kubernetes.,Go,2018-08-17T18:18:43Z,2023-08-17T19:05:56Z,5876.0,Apache License 2.0,5,Contributor Covenant,True,devspace-sh/devspace,,83
xtaci,kcp-go,3715,695,145,False,False,"[{'name': 'Go', 'size': 120846}, {'name': 'Lua', 'size': 2781}]",2,"[{'name': 'kcp', 'stars': 7}, {'name': 'udp', 'stars': 17}, {'name': 'cryptography', 'stars': 434}, {'name': 'reedsolomon', 'stars': 1}, {'name': 'arq', 'stars': 1}]",5,798,61,182," A Crypto-Secure, Production-Grade Reliable-UDP Library for golang with FEC ",Go,2015-06-16T06:15:55Z,2023-08-11T04:00:07Z,682.0,MIT License,1,,True,xtaci/kcp-go,,15
zyx0814,dzzoffice,3715,803,137,False,False,"[{'name': 'PHP', 'size': 7045686}, {'name': 'JavaScript', 'size': 4205238}, {'name': 'HTML', 'size': 1126004}, {'name': 'CSS', 'size': 933519}, {'name': 'Shell', 'size': 1490}]",5,[],0,36388,15,218,dzzoffice,PHP,2015-01-10T10:36:11Z,2023-08-15T08:52:46Z,111.0,GNU Affero General Public License v3.0,3,,True,zyx0814/dzzoffice,,2
dustin,go-humanize,3714,231,31,False,False,"[{'name': 'Go', 'size': 61794}]",1,[],0,110,58,59,Go Humans! (formatters for units to human friendly sizes),Go,2012-01-13T03:48:55Z,2023-08-08T17:15:35Z,127.0,Other,2,,True,dustin/go-humanize,,24
mdn,webextensions-examples,3714,2616,161,False,False,"[{'name': 'JavaScript', 'size': 143970}, {'name': 'HTML', 'size': 28214}, {'name': 'CSS', 'size': 7733}, {'name': 'Python', 'size': 4619}, {'name': 'Batchfile', 'size': 47}]",5,"[{'name': 'webextensions', 'stars': 28}, {'name': 'webextensions-apis', 'stars': 1}, {'name': 'mdn', 'stars': 13}, {'name': 'browser', 'stars': 209}]",4,5095,274,233,Example Firefox add-ons created using the WebExtensions API,JavaScript,2015-08-14T19:55:54Z,2023-08-12T00:54:08Z,495.0,Mozilla Public License 2.0,9,Other,True,mdn/webextensions-examples,,72
cviebrock,eloquent-sluggable,3713,447,96,False,False,"[{'name': 'PHP', 'size': 86406}]",1,"[{'name': 'laravel', 'stars': 27035}, {'name': 'eloquent-models', 'stars': 8}, {'name': 'slug', 'stars': 2}]",3,671,184,416,Easy creation of slugs for your Eloquent models in Laravel,PHP,2013-06-05T21:42:39Z,2023-02-21T23:47:06Z,580.0,MIT License,1,,True,cviebrock/eloquent-sluggable,,56
biopython,biopython,3712,1647,170,False,False,"[{'name': 'Python', 'size': 20803048}, {'name': 'C', 'size': 610265}, {'name': 'Parrot', 'size': 454926}, {'name': 'Roff', 'size': 130924}, {'name': 'HTML', 'size': 75193}, {'name': 'Visual Basic 6.0', 'size': 47938}, {'name': 'Nu', 'size': 8928}, {'name': 'AngelScript', 'size': 6440}, {'name': 'Gnuplot', 'size': 5568}, {'name': 'CAP CDS', 'size': 1551}]",12,"[{'name': 'python', 'stars': 277240}, {'name': 'bioinformatics', 'stars': 1574}, {'name': 'genomics', 'stars': 178}, {'name': 'biopython', 'stars': 15}, {'name': 'protein', 'stars': 18}, {'name': 'protein-structure', 'stars': 26}, {'name': 'sequence-alignment', 'stars': 17}, {'name': 'phylogenetics', 'stars': 18}, {'name': 'dna', 'stars': 14}]",9,64414,2877,1547,Official git repository for Biopython (originally converted from CVS),Python,2009-03-15T21:09:53Z,2023-08-18T09:22:14Z,15471.0,Other,11,Other,True,biopython/biopython,,312
pawelsalawa,sqlitestudio,3712,503,93,False,False,"[{'name': 'C', 'size': 21919219}, {'name': 'C++', 'size': 4871538}, {'name': 'Yacc', 'size': 146820}, {'name': 'QMake', 'size': 65813}, {'name': 'Shell', 'size': 26393}, {'name': 'Tcl', 'size': 14997}, {'name': 'CSS', 'size': 1156}, {'name': 'Batchfile', 'size': 290}]",8,"[{'name': 'sqlite', 'stars': 494}, {'name': 'database', 'stars': 82137}, {'name': 'database-management', 'stars': 31}, {'name': 'cpp', 'stars': 117993}, {'name': 'qt', 'stars': 13878}, {'name': 'qt5', 'stars': 39}, {'name': 'sqlite3-database', 'stars': 7}, {'name': 'sqlcipher', 'stars': 0}, {'name': 'wxsqlite3', 'stars': 0}]",9,60664,254,4299,"A free, open source, multi-platform SQLite database manager.",C,2018-01-11T15:53:01Z,2023-08-07T22:05:43Z,8438.0,Other,2,,True,pawelsalawa/sqlitestudio,,23
gnea,grbl,3712,1525,386,False,False,"[{'name': 'C', 'size': 410730}, {'name': 'C++', 'size': 71723}, {'name': 'Makefile', 'size': 3774}]",3,[],0,2312,51,1171,"An open source, embedded, high performance g-code-parser and CNC milling controller written in optimized C that will run on a straight Arduino",C,2016-09-20T20:45:07Z,2023-07-05T07:37:07Z,699.0,Other,1,,True,gnea/grbl,,27
DTStack,chunjun,3711,1676,167,False,False,"[{'name': 'Java', 'size': 7337929}, {'name': 'FreeMarker', 'size': 86333}, {'name': 'TypeScript', 'size': 66567}, {'name': 'Shell', 'size': 28414}, {'name': 'Dockerfile', 'size': 19452}, {'name': 'CSS', 'size': 2063}, {'name': 'JavaScript', 'size': 1907}]",7,"[{'name': 'flink', 'stars': 61}, {'name': 'bigdata', 'stars': 278}, {'name': 'data-integration', 'stars': 27}, {'name': 'framework', 'stars': 31819}, {'name': 'java', 'stars': 147836}]",5,126982,637,1138,A data integration framework,Java,2018-04-03T12:44:58Z,2023-08-15T09:51:06Z,5232.0,Apache License 2.0,27,,True,DTStack/chunjun,,83
httpwg,http2-spec,3711,591,281,False,False,"[{'name': 'Makefile', 'size': 331}]",1,"[{'name': 'http2', 'stars': 29}, {'name': 'ietf', 'stars': 8}]",2,9963,507,587,Working copy of the HTTP/2 Specification,Makefile,2013-02-06T23:48:45Z,2022-07-04T07:21:40Z,2678.0,,16,,True,httpwg/http2-spec,,43
spatie,laravel-query-builder,3711,365,52,False,False,"[{'name': 'PHP', 'size': 143905}]",1,"[{'name': 'api', 'stars': 90667}, {'name': 'laravel', 'stars': 27035}, {'name': 'php', 'stars': 52471}, {'name': 'hacktoberfest', 'stars': 26060}]",4,1101,352,312,Easily build Eloquent queries from API requests,PHP,2018-01-15T16:14:37Z,2023-08-13T12:24:39Z,822.0,MIT License,8,,True,spatie/laravel-query-builder,,129
speed47,spectre-meltdown-checker,3709,475,176,False,False,"[{'name': 'Shell', 'size': 274902}, {'name': 'Dockerfile', 'size': 237}]",2,"[{'name': 'mitigation', 'stars': 0}, {'name': 'kernel', 'stars': 170}, {'name': 'meltdown', 'stars': 2}, {'name': 'spectre', 'stars': 2}, {'name': 'linux', 'stars': 106625}, {'name': 'cve-2017-5753', 'stars': 0}, {'name': 'cve-2017-5715', 'stars': 0}, {'name': 'cve-2017-5754', 'stars': 0}, {'name': 'freebsd', 'stars': 44}, {'name': 'netbsd', 'stars': 7}]",20,1190,205,267,"Downfall, Zenbleed, ZombieLoad, RIDL, Fallout, Foreshadow, Spectre, Meltdown vulnerability/mitigation checker for Linux & BSD",Shell,2018-01-07T14:00:14Z,2023-08-16T15:54:25Z,544.0,,1,,True,speed47/spectre-meltdown-checker,,62
hyperledger,hyperledger,3709,727,819,False,True,[],0,"[{'name': 'hyperledger', 'stars': 49}, {'name': 'blockchain', 'stars': 6329}, {'name': 'distributed-ledger', 'stars': 17}]",3,3340,29,0,Hyperledger is a Collaborative Project at The Linux Foundation.,,2015-11-03T22:32:18Z,2022-01-29T08:31:24Z,60.0,,69,Other,True,hyperledger/hyperledger,,15
nianticlabs,monodepth2,3709,914,66,False,False,"[{'name': 'Jupyter Notebook', 'size': 366012}, {'name': 'Python', 'size': 96928}, {'name': 'Shell', 'size': 4496}]",3,"[{'name': 'depth-estimation', 'stars': 92}, {'name': 'neural-network', 'stars': 1942}, {'name': 'deep-learning', 'stars': 70567}, {'name': 'self-supervision', 'stars': 0}, {'name': 'pytorch', 'stars': 1036}, {'name': 'monodepth', 'stars': 3}, {'name': 'computer-vision', 'stars': 1900}]",7,10520,18,458,[ICCV 2019] Monocular depth estimation from a single image,Jupyter Notebook,2019-05-02T14:17:17Z,2023-04-18T07:56:12Z,35.0,Other,4,,True,nianticlabs/monodepth2,,4
yanzhenjie,NoHttp,3709,859,196,False,False,"[{'name': 'Java', 'size': 376374}]",1,"[{'name': 'nohttp', 'stars': 0}, {'name': 'okhttp', 'stars': 11}, {'name': 'httpurlconnection', 'stars': 0}, {'name': 'restful', 'stars': 24}]",4,54486,9,229,:lemon: Android实现Http标准协议框架，支持多种缓存模式，底层可动态切换OkHttp、URLConnection。,Java,2015-07-29T06:11:12Z,2018-07-30T01:23:31Z,209.0,Apache License 2.0,1,,True,yanzhenjie/NoHttp,,2
Chikage0o0,Linux-NetSpeed,3708,2581,93,False,True,"[{'name': 'C', 'size': 105066}, {'name': 'Shell', 'size': 28548}]",2,"[{'name': 'bbr', 'stars': 8}, {'name': 'bbrmod', 'stars': 0}]",2,869624,17,42,将Linux现常用的网络加速集成在一起,C,2017-10-31T11:58:48Z,2022-11-10T04:00:26Z,71.0,GNU General Public License v2.0,2,,True,Chikage0o0/Linux-NetSpeed,,6
terraform-aws-modules,terraform-aws-eks,3708,3699,87,False,False,"[{'name': 'HCL', 'size': 214319}, {'name': 'Smarty', 'size': 2184}]",2,"[{'name': 'terraform', 'stars': 12525}, {'name': 'terraform-module', 'stars': 35}, {'name': 'aws', 'stars': 84051}, {'name': 'kubernetes', 'stars': 37442}, {'name': 'eks', 'stars': 11}, {'name': 'elastic-kubernetes-service', 'stars': 1}, {'name': 'aws-eks', 'stars': 5}, {'name': 'aws-eks-cluster', 'stars': 1}]",8,2270,1056,1664,Terraform module to create an Elastic Kubernetes (EKS) cluster and associated resources 🇺🇦,HCL,2018-06-07T00:43:18Z,2023-08-17T07:39:17Z,969.0,Apache License 2.0,9,Contributor Covenant,True,terraform-aws-modules/terraform-aws-eks,,331
bluscreenofjeff,Red-Team-Infrastructure-Wiki,3707,885,208,False,False,[],0,"[{'name': 'infrastructure', 'stars': 110}, {'name': 'redirector', 'stars': 0}, {'name': 'cobalt-strike', 'stars': 58}, {'name': 'empire', 'stars': 6}, {'name': 'red-team', 'stars': 149}, {'name': 'pentesting', 'stars': 482}]",6,2836,29,6,Wiki to collect Red Team infrastructure hardening resources,,2017-02-24T01:21:49Z,2023-03-09T20:53:32Z,116.0,"BSD 3-Clause ""New"" or ""Revised"" License",2,,True,bluscreenofjeff/Red-Team-Infrastructure-Wiki,,12
ruby-china,homeland,3707,1218,224,False,False,"[{'name': 'Ruby', 'size': 555780}, {'name': 'JavaScript', 'size': 201605}, {'name': 'HTML', 'size': 171353}, {'name': 'SCSS', 'size': 77479}, {'name': 'CSS', 'size': 3721}, {'name': 'Shell', 'size': 1320}, {'name': 'Dockerfile', 'size': 1001}, {'name': 'Makefile', 'size': 653}]",8,"[{'name': 'rails', 'stars': 11577}, {'name': 'forum', 'stars': 64}, {'name': 'community', 'stars': 124}, {'name': 'disscusstion', 'stars': 0}, {'name': 'homeland', 'stars': 0}]",5,29237,778,602,":circus_tent: An open source forum/community system based on Rails, developed based on Ruby China.",Ruby,2012-03-27T10:26:23Z,2023-08-17T02:48:01Z,4944.0,MIT License,17,,True,ruby-china/homeland,,131
theicfire,makefiletutorial,3707,219,30,False,False,"[{'name': 'SCSS', 'size': 6668}, {'name': 'JavaScript', 'size': 5533}, {'name': 'EJS', 'size': 3537}, {'name': 'Makefile', 'size': 168}]",4,[],0,1014,38,31,Learn make by example,SCSS,2014-11-18T20:29:55Z,2023-08-09T18:36:50Z,154.0,MIT License,1,,True,theicfire/makefiletutorial,,21
alibaba,LuaViewSDK,3707,794,258,False,False,"[{'name': 'Objective-C', 'size': 3185062}, {'name': 'Java', 'size': 2711269}, {'name': 'C', 'size': 1425291}, {'name': 'Lua', 'size': 351578}, {'name': 'C++', 'size': 61704}, {'name': 'Shell', 'size': 35309}, {'name': 'Ruby', 'size': 19325}]",7,"[{'name': 'playground', 'stars': 22}, {'name': 'lua', 'stars': 13736}, {'name': 'react-native', 'stars': 32955}, {'name': 'weex', 'stars': 8}, {'name': 'nativescript', 'stars': 7289}, {'name': 'luaview', 'stars': 0}, {'name': 'alibaba', 'stars': 80}, {'name': 'taobao', 'stars': 12}, {'name': 'tmall', 'stars': 3}, {'name': 'script', 'stars': 93}]",16,214354,13,81,"A cross-platform framework to build native, dynamic and swift user interface - 强大轻巧灵活的客户端动态化解决方案",Objective-C,2016-01-07T08:55:50Z,2022-05-16T18:11:23Z,1827.0,MIT License,2,,True,alibaba/LuaViewSDK,,3
yasoob,intermediatePython,3707,726,170,False,False,"[{'name': 'Python', 'size': 10020}, {'name': 'CSS', 'size': 9853}, {'name': 'Makefile', 'size': 6778}, {'name': 'Batchfile', 'size': 6709}, {'name': 'HTML', 'size': 4246}, {'name': 'TeX', 'size': 2770}]",6,[],0,9750,184,50,,Python,2015-08-15T21:21:51Z,2023-04-14T09:46:35Z,389.0,,1,,True,yasoob/intermediatePython,,88
dotnetcore,DotnetSpider,3706,1005,258,False,False,"[{'name': 'C#', 'size': 704139}, {'name': 'HTML', 'size': 604384}, {'name': 'CSS', 'size': 51423}, {'name': 'JavaScript', 'size': 17884}, {'name': 'TSQL', 'size': 12276}, {'name': 'Shell', 'size': 2316}, {'name': 'Dockerfile', 'size': 369}]",7,"[{'name': 'crawler', 'stars': 298}, {'name': 'dotnetcore', 'stars': 114}, {'name': 'cross-platform', 'stars': 156}, {'name': 'csharp', 'stars': 64451}, {'name': 'distributed', 'stars': 125}]",5,59026,80,165,"DotnetSpider, a .NET standard web crawling library. It is lightweight, efficient and fast high-level web crawling & scraping framework",C#,2016-03-21T03:37:32Z,2023-07-21T08:05:58Z,121.0,MIT License,33,,True,dotnetcore/DotnetSpider,,8
rrag,react-stockcharts,3706,952,146,False,False,"[{'name': 'JavaScript', 'size': 595318}]",1,[],0,9530,166,657,Highly customizable stock charts with ReactJS and d3,JavaScript,2015-02-22T14:34:39Z,2023-03-09T04:15:58Z,977.0,MIT License,2,,True,rrag/react-stockcharts,,42
jruby,jruby,3705,928,142,False,False,"[{'name': 'Ruby', 'size': 19843029}, {'name': 'Java', 'size': 15335670}, {'name': 'Yacc', 'size': 1012791}, {'name': 'C', 'size': 281903}, {'name': 'Shell', 'size': 35465}, {'name': 'M4', 'size': 28128}, {'name': 'Lex', 'size': 7856}, {'name': 'HTML', 'size': 7845}, {'name': 'Makefile', 'size': 3095}, {'name': 'sed', 'size': 1893}]",14,"[{'name': 'jruby', 'stars': 2}, {'name': 'ruby-language', 'stars': 2}, {'name': 'jvm', 'stars': 67}, {'name': 'ruby', 'stars': 20334}, {'name': 'invokedynamic', 'stars': 1}, {'name': 'concurrency', 'stars': 51}, {'name': 'performance', 'stars': 130}]",7,279316,3229,4625,"JRuby, an implementation of Ruby on the JVM",Ruby,2009-04-05T03:54:35Z,2023-08-18T03:49:11Z,52582.0,Other,24,Contributor Covenant,True,jruby/jruby,,366
arismelachroinos,lscript,3705,1061,284,False,False,"[{'name': 'Shell', 'size': 321538}]",1,"[{'name': 'kali-scripts', 'stars': 63}, {'name': 'kali-linux', 'stars': 353}, {'name': 'shell-script', 'stars': 48}, {'name': 'payload-generator', 'stars': 32}, {'name': 'payload', 'stars': 75}, {'name': 'wifi-testing', 'stars': 2}, {'name': 'penetration-testing', 'stars': 538}, {'name': 'pentesting', 'stars': 482}, {'name': 'pentest-tool', 'stars': 137}, {'name': 'wifi-password', 'stars': 55}]",20,515,25,296,"The LAZY script will make your life easier, and of course faster.",Shell,2017-04-18T15:02:12Z,2021-08-28T14:04:20Z,308.0,GNU General Public License v3.0,1,,True,arismelachroinos/lscript,,1
openvinotoolkit,open_model_zoo,3704,1325,123,False,False,"[{'name': 'Python', 'size': 3790587}]",1,"[{'name': 'models', 'stars': 33}, {'name': 'caffemodel', 'stars': 4}, {'name': 'demo', 'stars': 25}, {'name': 'tensorflow-models', 'stars': 3}, {'name': 'model-zoo', 'stars': 7}, {'name': 'model', 'stars': 28}, {'name': 'deep-learning-models', 'stars': 4}, {'name': 'cnn-model', 'stars': 9}, {'name': 'openvino', 'stars': 26}, {'name': 'inference', 'stars': 36}]",15,310354,3391,430,Pre-trained Deep Learning models and demos (high quality and extremely fast),Python,2018-10-15T10:55:02Z,2023-08-18T09:30:34Z,8642.0,Apache License 2.0,64,,True,openvinotoolkit/open_model_zoo,,159
fnando,i18n-js,3704,531,54,False,False,"[{'name': 'Ruby', 'size': 88026}, {'name': 'TypeScript', 'size': 4849}, {'name': 'JavaScript', 'size': 228}, {'name': 'HTML', 'size': 91}]",4,[],0,2950,299,380,It's a small library to provide the I18n translations on the Javascript. It comes with Rails support.,Ruby,2009-09-02T03:35:45Z,2023-08-17T18:18:17Z,77.0,MIT License,1,Contributor Covenant,True,fnando/i18n-js,,7
locutusjs,locutus,3704,1162,209,False,False,"[{'name': 'JavaScript', 'size': 1064383}, {'name': 'HTML', 'size': 1018675}, {'name': 'Stylus', 'size': 116999}, {'name': 'EJS', 'size': 47717}, {'name': 'Makefile', 'size': 1356}, {'name': 'Shell', 'size': 119}]",6,"[{'name': 'javascript', 'stars': 163762}, {'name': 'ports', 'stars': 3}, {'name': 'programming-language', 'stars': 335}]",3,40781,278,187,Bringing stdlibs of other programming languages to JavaScript for educational purposes,JavaScript,2009-09-03T09:52:00Z,2022-11-19T19:31:42Z,2562.0,Other,6,,True,locutusjs/locutus,,114
status-im,status-mobile,3704,982,190,False,False,"[{'name': 'Clojure', 'size': 4609921}, {'name': 'Python', 'size': 937797}, {'name': 'Java', 'size': 144942}, {'name': 'Nix', 'size': 79339}, {'name': 'Shell', 'size': 75546}, {'name': 'C++', 'size': 67691}, {'name': 'Objective-C', 'size': 43830}, {'name': 'JavaScript', 'size': 42199}, {'name': 'Groovy', 'size': 29328}, {'name': 'Makefile', 'size': 16856}]",16,"[{'name': 'ethereum', 'stars': 29566}, {'name': 'messenger', 'stars': 47}, {'name': 'blockchain', 'stars': 6329}, {'name': 'wallet', 'stars': 174}, {'name': 'mobile', 'stars': 20954}, {'name': 'android', 'stars': 139799}, {'name': 'ios', 'stars': 40513}, {'name': 'clojurescript', 'stars': 110}, {'name': 'react-native', 'stars': 32955}, {'name': 'cryptocurrency', 'stars': 28873}]",15,469576,8426,8401,"a free (libre) open source, mobile OS for Ethereum",Clojure,2016-02-22T21:48:48Z,2023-08-18T09:37:49Z,8398.0,Mozilla Public License 2.0,79,,True,status-im/status-mobile,,252
yeoman,yo,3703,417,107,False,False,"[{'name': 'JavaScript', 'size': 55626}]",1,"[{'name': 'scaffolding', 'stars': 20}, {'name': 'templates', 'stars': 59}, {'name': 'generator', 'stars': 84}, {'name': 'yeoman', 'stars': 9}, {'name': 'javascript', 'stars': 163762}, {'name': 'nodejs', 'stars': 74528}]",6,2932,208,576,CLI tool for running Yeoman generators,JavaScript,2013-02-11T13:24:05Z,2023-04-09T09:37:43Z,522.0,"BSD 2-Clause ""Simplified"" License",21,,True,yeoman/yo,,57
JanKallman,EPPlus,3703,1144,228,False,True,"[{'name': 'C#', 'size': 6982266}, {'name': 'ASP', 'size': 2321}, {'name': 'HTML', 'size': 1297}, {'name': 'Batchfile', 'size': 37}]",4,"[{'name': 'excel', 'stars': 225}, {'name': 'ooxml', 'stars': 7}, {'name': 'spreadsheet', 'stars': 89}, {'name': 'dotnet', 'stars': 43458}]",4,14063,108,522,Create advanced Excel spreadsheets using .NET,C#,2017-07-12T06:59:15Z,2020-08-29T16:29:42Z,926.0,,2,,True,JanKallman/EPPlus,,23
tmenier,Flurl,3702,359,101,False,False,"[{'name': 'C#', 'size': 501652}]",1,"[{'name': 'http', 'stars': 36527}, {'name': 'url-builder', 'stars': 1}, {'name': 'c-sharp', 'stars': 350}, {'name': 'rest-client', 'stars': 10}, {'name': 'dotnet', 'stars': 43458}]",5,5635,170,588,Fluent URL builder and testable HTTP client for .NET,C#,2014-02-16T23:43:15Z,2023-01-02T15:30:46Z,873.0,MIT License,2,,True,tmenier/Flurl,,23
robertmartin8,PyPortfolioOpt,3702,849,130,False,False,"[{'name': 'Jupyter Notebook', 'size': 988796}, {'name': 'Python', 'size': 379702}, {'name': 'Dockerfile', 'size': 634}]",3,"[{'name': 'finance', 'stars': 742}, {'name': 'portfolio-optimization', 'stars': 99}, {'name': 'portfolio-management', 'stars': 77}, {'name': 'quantitative-finance', 'stars': 417}, {'name': 'algorithmic-trading', 'stars': 413}, {'name': 'investing', 'stars': 51}, {'name': 'efficient-frontier', 'stars': 3}, {'name': 'covariance', 'stars': 1}, {'name': 'python', 'stars': 277240}, {'name': 'investment', 'stars': 80}]",12,9933,134,423,"Financial portfolio optimisation in python, including classical efficient frontier, Black-Litterman, Hierarchical Risk Parity",Jupyter Notebook,2018-05-29T13:30:30Z,2023-08-17T19:16:18Z,785.0,MIT License,2,,True,robertmartin8/PyPortfolioOpt,,31
clangen,musikcube,3701,268,70,False,False,"[{'name': 'C++', 'size': 3397839}, {'name': 'Kotlin', 'size': 537585}, {'name': 'C', 'size': 208794}, {'name': 'CMake', 'size': 53112}, {'name': 'Shell', 'size': 37436}, {'name': 'JavaScript', 'size': 19158}, {'name': 'Objective-C', 'size': 14694}, {'name': 'Objective-C++', 'size': 7007}, {'name': 'Java', 'size': 3869}, {'name': 'Batchfile', 'size': 2738}]",11,"[{'name': 'audio-player', 'stars': 24}, {'name': 'audio-engine', 'stars': 10}, {'name': 'music-player', 'stars': 118}, {'name': 'terminal', 'stars': 42044}, {'name': 'curses', 'stars': 15}, {'name': 'coreaudio', 'stars': 5}, {'name': 'cross-platform', 'stars': 156}, {'name': 'wasapi', 'stars': 3}, {'name': 'pulseaudio', 'stars': 8}, {'name': 'directsound', 'stars': 1}]",13,74944,116,489,"a cross-platform, terminal-based music player, audio engine, metadata indexer, and server in c++",C++,2015-03-18T20:41:57Z,2023-08-02T02:47:53Z,3684.0,"BSD 3-Clause ""New"" or ""Revised"" License",3,,True,clangen/musikcube,,36
airbnb,ruby,3700,789,291,False,False,"[{'name': 'Ruby', 'size': 79593}]",1,[],0,360,157,42,Ruby Style Guide,Ruby,2013-02-01T21:49:13Z,2023-07-05T03:06:45Z,345.0,MIT License,5,Other,True,airbnb/ruby,,41
microsoft,perfview,3700,672,218,False,False,"[{'name': 'C#', 'size': 13394390}, {'name': 'HTML', 'size': 626838}, {'name': 'Roff', 'size': 525260}, {'name': 'Rich Text Format', 'size': 93025}, {'name': 'Shell', 'size': 69670}, {'name': 'C', 'size': 52742}, {'name': 'C++', 'size': 47458}, {'name': 'Smalltalk', 'size': 15327}, {'name': 'Batchfile', 'size': 4384}, {'name': 'Dockerfile', 'size': 1683}]",11,"[{'name': 'performance-analysis', 'stars': 47}, {'name': 'performance', 'stars': 130}, {'name': 'dotnet', 'stars': 43458}, {'name': 'dotnet-core', 'stars': 117}, {'name': 'windows', 'stars': 34209}]",5,284528,1218,652,PerfView is a CPU and memory performance-analysis tool,C#,2015-03-27T21:48:45Z,2023-08-15T20:17:22Z,3152.0,MIT License,326,Other,True,microsoft/perfview,,161
Yara-Rules,rules,3700,959,353,False,False,"[{'name': 'YARA', 'size': 5964722}, {'name': 'Shell', 'size': 2096}]",2,[],0,4307,247,191,Repository of yara rules,YARA,2015-04-11T05:56:16Z,2023-07-12T10:14:07Z,1796.0,GNU General Public License v2.0,8,,True,Yara-Rules/rules,,72
andOTP,andOTP,3700,359,96,False,True,"[{'name': 'Java', 'size': 485652}]",1,"[{'name': 'two-factor-authentication', 'stars': 27}, {'name': 'otp', 'stars': 17}, {'name': 'totp', 'stars': 14}, {'name': 'android', 'stars': 139799}, {'name': 'material-design', 'stars': 14520}, {'name': 'hotp', 'stars': 3}, {'name': 'openpgp', 'stars': 18}, {'name': 'backup', 'stars': 74}]",8,13870,209,781,[Unmaintained] Open source two-factor authentication for Android,Java,2017-07-05T11:39:52Z,2022-06-14T05:44:55Z,1441.0,MIT License,3,,True,andOTP/andOTP,,63
lanceliao,china-holiday-calender,3700,176,35,False,False,[],0,[],0,958,2,32,中国节假日、调休、补班日历，ICS格式，可供IPhone、Google Calendar、Outlook等客户端订阅,,2021-05-08T07:37:54Z,2023-06-14T11:52:38Z,24.0,,2,,True,lanceliao/china-holiday-calender,,1
adrianhajdin,project_chat_application,3699,1285,34,False,False,"[{'name': 'JavaScript', 'size': 10165}, {'name': 'CSS', 'size': 3732}, {'name': 'HTML', 'size': 520}, {'name': 'Procfile', 'size': 18}]",4,"[{'name': 'react', 'stars': 95607}, {'name': 'reactjs', 'stars': 1585}, {'name': 'react-project', 'stars': 67}, {'name': 'react-hooks', 'stars': 200}]",4,593,63,51,"This is a code repository for the corresponding YouTube video. In this tutorial we are going to build and deploy a real time chat application. Covered topics: React.js, Node.js, Express.js, and Socket.io.",JavaScript,2019-08-28T19:10:07Z,2023-08-01T06:33:02Z,53.0,,1,,True,adrianhajdin/project_chat_application,,1
bitly,go-simplejson,3699,502,211,False,False,"[{'name': 'Go', 'size': 22916}]",1,[],0,58,52,42,a Go package to interact with arbitrary JSON,Go,2012-04-03T23:08:44Z,2023-06-06T14:53:22Z,86.0,MIT License,4,,True,bitly/go-simplejson,,16
rasbt,python_reference,3699,951,237,False,False,"[{'name': 'Jupyter Notebook', 'size': 2886170}, {'name': 'HTML', 'size': 112231}, {'name': 'Python', 'size': 39235}, {'name': 'CSS', 'size': 3630}, {'name': 'Shell', 'size': 534}]",5,"[{'name': 'python-tips', 'stars': 1}, {'name': 'learning-python', 'stars': 160}]",2,9211,19,16,"Useful functions, tutorials, and other Python-related things",Jupyter Notebook,2013-10-29T22:04:12Z,2022-06-27T11:54:42Z,421.0,,1,,True,rasbt/python_reference,,9
